ent,ent,t,Inciden,Incidenh,Incidenm,ginesp_i,giniesp_p,dessalud_i,dessalud_p,casadh,casadm,escolh,escolm,ocup,ocuph,ocupm,persconSS,perssinSS,ValAgr,Predialpc,gtosal,gstosalpc,hosp,enferm,medic,Salpib,Densidadpoblac,Abarrotes,Verdulerias,Dulcerias,Gimnasios,GiniT_i,GiniT_p
14,Jalisco,2020,2.514521189,2.408307819,2.597662284,0.00960624,0.081132739,0.010060616,-0.001607622,5.839900823,5.559262482,1.004880394,1.028727985,6.578173956,6.356923746,6.17933459,6.63451838,6.612708113,6.184006627,2.455015497,7.62386773,3.635431496,2.401400541,4.293671866,4.004751156,0.475671188,2.019599723,4.574621507,3.742332282,3.41313205,3.329194415,0.020050936,0.088809886
14,Jalisco,2021,2.705384698,2.571440954,2.805079272,0.00866693,0.085769589,0.018341573,0.015473519,5.850974435,5.588389371,1.015813725,1.052829864,6.572359902,6.35520528,6.167282176,6.639286329,6.616245965,6.205558159,2.505106547,7.55984678,3.550348871,2.418301291,4.300508529,4.014478535,0.376576957,2.023768499,4.573961775,3.743352951,3.411788005,3.327358934,0.018490889,0.093827363
14,Jalisco,2022,2.952806968,2.81640703,3.053861773,0.01046927,0.080811589,0.020016508,0.019207976,5.838581508,5.545914209,1.015773103,1.050943972,6.595906844,6.378043052,6.191919989,6.64387433,6.619607707,6.225939624,2.551879201,7.589981144,3.573081731,2.424881637,4.318334684,4.037506178,0.40654018,2.031734559,4.57408917,3.743274524,3.411956238,3.327358934,0.013257274,0.090176496
14,Jalisco,2023,2.912769231,2.776744756,3.013582896,0.00781733,0.08562209,0.01804131,0.019407773,5.827952465,5.582038919,1.010043673,1.040133698,6.613601467,6.377389313,6.236353328,6.648296277,6.622791282,6.234636715,2.58750443,7.670335931,3.659491201,2.45484486,4.316222037,4.058767555,0.507855872,2.036107896,4.573880686,3.743666521,3.413634997,3.333245699,0.013302638,0.092394591
15,Mexico,2014,2.449169732,2.304792016,2.552984394,0.0224124,0.092066921,0.01656818,-0.016661796,6.044246473,5.70398827,0.997210285,1.008257114,6.822630383,6.619388258,6.395194599,6.863900444,6.968913014,6.263849452,2.263001322,7.799804181,3.557763362,2.187520721,4.455286549,4.215240887,0.633468456,2.891103457,4.929270729,4.1389024,3.988692703,3.468199586,0.01010154,0.094430402
15,Mexico,2015,2.508489318,2.353493073,2.617953902,0.01623844,0.094524267,0.004440698,-0.029090166,6.025223915,5.631400134,0.99700102,0.985414572,6.825225933,6.624989698,6.392706096,6.870974493,6.975001115,6.27500948,2.269326111,7.819536659,3.571033592,2.285557309,4.474755154,4.245487991,0.62838893,2.897625495,4.929270729,4.1389024,3.988692703,3.468199586,0.011514742,0.094704574
15,Mexico,2016,2.566673138,2.425925301,2.668562953,0.01990558,0.094002403,0.00323325,-0.029880864,6.049667595,5.651740175,1.00040696,1.009315062,6.826992074,6.618992157,6.407413851,6.877873489,6.980902952,6.286008219,2.294483862,7.829188942,3.572207472,2.328379603,4.512230658,4.258134225,0.617000341,2.903966766,4.931961035,4.140193679,3.997779431,3.501059262,0.006982701,0.090238525
15,Mexico,2017,2.60062445,2.471453074,2.696076672,0.02640042,0.095363728,0.000478435,-0.039926795,5.978080951,5.660876857,1.001398606,1.022031592,6.836276885,6.635053562,6.405437035,6.884609093,6.986622885,6.308391052,2.28322884,7.811172653,3.542173521,2.354108439,4.497150888,4.238146506,0.579783597,2.910134869,4.931874675,4.14016223,3.998041264,3.501880494,0.011302778,0.091693168
15,Mexico,2018,2.624983003,2.479676063,2.72931871,0.03238482,0.09586194,0.002753223,-0.034839987,5.972064379,5.633995349,0.997213078,1.026086075,6.849633007,6.644118019,6.425979372,6.891167676,6.992166722,6.324179438,2.315096682,7.81369789,3.536209474,2.380211242,4.498531092,4.235275877,0.56937391,2.916127055,4.931874675,4.14016223,3.998128507,3.501880494,0.012421927,0.096092278
15,Mexico,2019,2.603176862,2.447080472,2.71320484,0.02056528,0.095949495,-1.6177E-05,-0.03590903,5.985072876,5.656207481,1.015452557,1.017577161,6.854368114,6.643586991,6.439279154,6.883587911,6.982128526,6.317737683,2.341109919,7.822565358,3.553071905,2.383815366,4.505611171,4.247703282,0.584331224,2.907177499,4.953131225,4.178746797,4.096701502,3.599664779,0.007677332,0.096286989
15,Mexico,2020,2.335056519,2.208924831,2.42876633,0.02332928,0.094445589,-0.000698575,-0.038123718,6.021128494,5.727989959,1.015347892,1.033522747,6.859509361,6.643661581,6.4524095,6.889000113,6.986017556,6.283423777,2.32187172,7.871613236,3.597320821,2.426511261,4.528338112,4.25851756,0.656098202,2.911742742,4.947605249,4.180326625,4.116773727,3.555457217,0.024826708,0.089267296
15,Mexico,2021,2.475656663,2.338576008,2.575545759,0.01534978,0.096500791,-0.004811918,-0.024349546,5.901111619,5.484785124,1.023259128,1.056113601,6.831503892,6.63231787,6.397185244,6.894208417,6.989688792,6.309100512,2.386106407,7.855794881,3.576208544,2.459392488,4.518961164,4.257870486,0.622214023,2.916097697,4.947477835,4.180498623,4.114711041,3.554246808,0.021738417,0.096415918
15,Mexico,2022,2.675127328,2.538762189,2.774611843,0.02524733,0.093009657,-0.005025932,-0.005025932,5.970126186,5.68928177,1.039997823,1.050349629,6.877042621,6.657752174,6.475236677,6.899201712,6.993161237,6.319871967,2.429131878,7.869793218,3.595741959,2.475671188,4.526028956,4.26799259,0.633468456,2.9105413,4.947507242,4.180584597,4.114744388,3.554246808,0.01378022,0.09034468
15,Mexico,2023,2.725552293,2.591164817,2.823923941,0.01518961,0.095167927,0.002616963,0.003301273,5.90916729,5.667578553,1.042210008,1.042125669,6.893596555,6.664187985,6.506755119,6.903992815,6.996434832,6.33114739,2.454393569,7.826810377,3.542433265,2.495544338,4.526158284,4.264794219,0.593286067,2.913568748,4.947845273,4.180842415,4.115210977,3.560384923,0.014378849,0.09474133
16,Michoacan de Ocampo,2014,2.419344334,2.276737459,2.520234544,0.01101346,0.069095691,-0.000235528,-0.005270937,5.679013393,5.293294035,0.952803908,1.00364369,6.24920423,6.048791274,5.816985924,6.16863329,6.489872455,5.730346418,1.96988574,7.16501798,3.495583814,2.462397998,3.943741766,3.706376356,0.57863921,1.881701483,4.469498015,3.58172216,3.241048151,2.989894564,0.008619035,0.083435942
16,Michoacan de Ocampo,2015,2.509820582,2.344588743,2.622203658,0.01164068,0.068106952,-0.004141855,-0.006085803,5.68994518,5.280621616,0.947338799,1.028757943,6.265521801,6.062882314,5.837074303,6.172506897,6.492596695,5.738520541,2.002490991,7.169895658,3.499600471,2.463892989,3.956936414,3.740757323,0.5774918,1.884797386,4.469498015,3.58172216,3.241048151,2.989894564,0.009550935,0.083244868
16,Michoacan de Ocampo,2016,2.519959181,2.370198404,2.624385241,0.01050748,0.069275355,-0.00783307,-0.008258749,5.700635367,5.271586064,0.937096713,1.010613816,6.272794615,6.06632257,5.850717897,6.176236,6.49518371,5.752007555,2.054538483,7.179974593,3.504368305,2.463892989,3.956600588,3.741624258,0.551449998,1.88775437,4.480653589,3.593175263,3.255272505,3.030194785,0.005804742,0.079971733
16,Michoacan de Ocampo,2017,2.657572108,2.546320524,2.740473223,0.01073139,0.067084815,-0.004271903,-0.006765998,5.68834328,5.282581332,0.956722907,1.017078687,6.270213554,6.069553034,5.838417099,6.179797018,6.497662765,5.766236456,2.100309533,7.18801479,3.508264456,2.465382851,3.976304117,3.747722462,0.534026106,1.890584524,4.480696664,3.593728999,3.255754787,3.031004281,0.009749139,0.080351046
16,Michoacan de Ocampo,2018,2.725756499,2.589268039,2.824425244,0.00986166,0.067979694,0.00096884,-0.003602752,5.676571076,5.293740326,0.953091466,1.007213498,6.282046977,6.0792728,5.853825927,6.183237377,6.500006501,5.782753098,2.139461144,7.174465824,3.490830615,2.471291711,3.972017599,3.745699227,0.514547753,1.89328472,4.480725379,3.593839661,3.255754787,3.031004281,0.010477824,0.083403111
16,Michoacan de Ocampo,2019,2.658116378,2.514388349,2.76075411,0.00931727,0.066659237,-0.002120088,-0.006479928,5.718122865,5.347505649,0.94553271,1.017143152,6.308193771,6.102416553,5.884973122,6.192849737,6.509600869,5.784032116,2.195703761,7.188145053,3.493449736,2.478566496,3.965765964,3.750199728,0.519827994,1.902884941,4.489128451,3.603577368,3.240049772,3.135768515,0.005225132,0.081396397
16,Michoacan de Ocampo,2020,2.445355074,2.289722698,2.554258929,0.00977038,0.068158801,0.000678426,-0.004410402,5.701891643,5.325501296,0.961270228,1.032921775,6.318352212,6.105538115,5.906497737,6.196422427,6.512352146,5.760376085,2.208660115,7.250982118,3.553932713,2.488550717,3.992023028,3.780533325,0.608526034,1.905903626,4.477063345,3.612995656,3.259115844,3.112269768,0.019109201,0.078073457
16,Michoacan de Ocampo,2021,2.419922721,2.273649335,2.523967459,0.0083027,0.069682633,-0.007157108,-0.008319569,5.707659368,5.352109164,0.965374406,1.031034325,6.287601774,6.09278624,5.845668452,6.199898822,6.514979575,5.778988521,2.247473565,7.226704607,3.52368885,2.491361694,3.976258249,3.778729924,0.562292864,1.90880779,4.476135737,3.613524703,3.256236533,3.111934276,0.017480768,0.082769955
16,Michoacan de Ocampo,2022,2.649646348,2.510933557,2.749620385,0.00994423,0.066529175,-0.006139513,-0.006195046,5.649627373,5.370150255,0.99530522,1.045653035,6.336064686,6.123067571,5.92449948,6.203241549,6.517506789,5.794541337,2.290487689,7.242328679,3.535124421,2.494154594,3.985022082,3.781898919,0.592176757,1.912699755,4.476222784,3.613418945,3.256236533,3.111934276,0.012832212,0.079506101
16,Michoacan de Ocampo,2023,2.500099192,2.357591848,2.602146842,0.00750844,0.068615583,-0.013299884,-0.013299884,5.629015395,5.279253894,0.98806723,1.026738148,6.333038382,6.116344365,5.927249709,6.20648937,6.519919173,5.811513578,2.335591017,7.223379588,3.509836694,2.50242712,3.999522013,3.789580712,0.582063363,1.917028141,4.476483822,3.613313161,3.258158193,3.117271296,0.012113006,0.081808431
17,Morelos,2014,2.655224901,2.516270883,2.753996476,0.01255125,0.099581627,0.000520009,0.000607297,5.015443588,4.722370634,0.964878608,0.98959014,5.881160889,5.651766321,5.494299335,5.88721207,6.051581972,5.388382164,2.203214268,6.88326946,3.582156656,2.089905111,3.643945913,3.420615771,0.600972896,2.583552095,4.106462884,3.384890797,2.863917377,2.614897216,0.012452442,0.096746853
17,Morelos,2015,2.62926685,2.498558651,2.723472091,0.01244026,0.100012982,0.000179442,-0.000969225,5.049903821,4.778939503,0.974248319,0.98678791,5.892619336,5.665536903,5.502413463,5.89290453,6.056483305,5.397260594,2.178177282,6.887168697,3.58413694,2.093421685,3.652052848,3.434089638,0.59439255,2.588775191,4.106462884,3.384890797,2.863917377,2.614897216,0.013490942,0.096837234
17,Morelos,2016,2.656988886,2.51843497,2.755447971,0.01417114,0.102227275,0.000152523,-0.001405706,5.002554808,4.743580312,0.972635084,0.980264643,5.890171661,5.667665845,5.493215392,5.898505237,6.061243198,5.411313038,2.245786754,6.889051858,3.578750233,2.093421685,3.661149857,3.431202885,0.567026366,2.593877436,4.110286608,3.3872118,2.865103975,2.654176542,0.008382409,0.096875847
17,Morelos,2017,2.64650175,2.526287573,2.734687842,0.01093359,0.094882001,9.27116E-06,-0.002054719,5.004570699,4.666180897,0.992230398,0.995185041,5.905184201,5.691145172,5.495259802,5.903998882,6.065882458,5.416691034,2.226313434,6.893465353,3.57566334,2.093421685,3.670245853,3.437750563,0.550228353,2.598864977,4.110151829,3.387033701,2.86569606,2.655138435,0.014178018,0.091755937
17,Morelos,2018,2.693436736,2.549481459,2.795741021,0.01279063,0.095261721,6.86534E-05,-0.001506283,4.971823012,4.692547303,0.977776051,0.990884848,5.920064338,5.711996085,5.500597322,5.909362372,6.070391811,5.41070741,2.277418197,6.882616566,3.557096773,2.096910013,3.675595056,3.446537167,0.547774705,2.603722915,4.110050716,3.387033701,2.86569606,2.655138435,0.015035785,0.091262047
17,Morelos,2019,2.650938589,2.529160762,2.740962391,0.01500648,0.092978948,6.04474E-05,-0.001832068,4.953024779,4.708029774,0.966412629,0.989657544,5.921950613,5.710821147,5.50741866,5.917879252,6.077315569,5.405415674,2.283866348,6.910471231,3.573818284,2.096910013,3.67596155,3.449324093,0.57634135,2.611297933,4.110892601,3.373463722,2.911690159,2.733999287,0.00850743,0.096507731
17,Morelos,2020,2.404166374,2.290702243,2.489353701,0.01509219,0.092819399,3.73904E-05,-0.001634099,4.989209465,4.763420506,0.991800772,1.004906159,5.929942318,5.702606287,5.540105386,5.923122213,6.081452808,5.364999102,2.318700862,7.013332993,3.680218189,2.117271296,3.689575216,3.451325808,0.7355989,2.615888016,4.104145551,3.385963571,2.941511433,2.720985744,0.029720782,0.097445688
17,Morelos,2021,2.516561814,2.373794417,2.618372388,0.01146614,0.09946053,6.48318E-05,-0.001402051,4.91341645,4.653144952,1.015907267,1.028753553,5.906685138,5.681146225,5.514222242,5.928195047,6.085435438,5.390139422,2.380311769,6.983151316,3.638273344,2.123851641,3.65829765,3.446381812,0.679427897,2.620317801,4.102708055,3.386320574,2.940516485,2.710117365,0.024113771,0.096794276
17,Morelos,2022,2.752394208,2.62329065,2.846720508,0.00783965,0.088284915,-7.73862E-06,-7.73862E-06,4.886394831,4.678691334,0.990171659,1.010393846,5.920810242,5.696223546,5.526945057,5.933131811,6.089242572,5.391549483,2.416131769,6.948044784,3.611132521,2.123851641,3.670245853,3.457124626,0.646403726,2.610117494,4.102982231,3.386677284,2.939519253,2.710117365,0.017396256,0.094921023
17,Morelos,2023,2.838653929,2.725061805,2.92400518,0.00955194,0.093471581,0.002297521,0.002259899,4.859225388,4.66477356,1.024209898,1.011047495,5.943328285,5.696001468,5.58100476,5.937883328,6.092917751,5.399803485,2.455901789,6.952477999,3.608282076,2.120573931,3.706205542,3.471144965,0.656098202,2.613074145,4.103187749,3.386855529,2.938519725,2.71432976,0.013693115,0.098102807
18,Nayarit,2014,2.732827837,2.601408061,2.832483365,0.00931141,0.100841546,0.008224937,0.000814013,5.162659977,4.835106893,0.992706351,1.061315421,5.708668998,5.482690684,5.31685063,5.749581735,5.80577399,5.144810845,2.054421524,6.665631215,3.578127009,1.72427587,3.465382851,3.256236533,0.624282096,1.648590198,3.719082574,2.822168079,2.517195898,2.235528447,0.007682932,0.094207982
18,Nayarit,2015,2.563184335,2.391446779,2.684504253,0.00817817,0.088294958,4.89992E-05,-0.001081026,5.183711034,4.847017098,0.985575802,1.059437693,5.71630307,5.499688457,5.310391644,5.758656083,5.813003547,5.148619015,2.070591932,6.69812089,3.603984951,1.72427587,3.499687083,3.281260687,0.62838893,1.656683536,3.719082574,2.822168079,2.517195898,2.235528447,0.009611189,0.093952734
18,Nayarit,2016,2.876523818,2.739152878,2.979398121,0.00962444,0.08161189,0.005976135,0.000415058,5.173696047,4.873901598,0.994073232,1.060648517,5.716293055,5.490186108,5.324663068,5.767447525,5.820075949,5.16346791,2.14176323,6.69575051,3.592242119,1.716003344,3.523616419,3.279666944,0.59439255,1.664562596,3.769155691,2.857332496,2.561101384,2.29666519,0.005612618,0.099754972
18,Nayarit,2017,2.936890571,2.79237768,3.043672658,0.00821836,0.089273199,0.005226742,0.000262171,5.217091586,4.895433597,0.993736874,1.065187926,5.732808554,5.512489614,5.33256368,5.775970694,5.82702338,5.170337666,2.155639634,6.723817087,3.611327824,1.72427587,3.526855987,3.276461804,0.611723308,1.672250928,3.768860001,2.85672889,2.561101384,2.29666519,0.009182749,0.09986187
18,Nayarit,2018,2.940013169,2.804309844,3.043197175,0.00759601,0.084462354,0.005509092,0.000417328,5.216928218,4.890605429,1.001412112,1.073077321,5.750143372,5.530236849,5.349273641,5.784217044,5.833835315,5.172236542,2.195622944,6.701311801,3.579722106,1.72427587,3.545183368,3.303412071,0.589949601,1.679738555,3.768860001,2.85672889,2.561101384,2.29666519,0.009686763,0.095626888
18,Nayarit,2019,2.949170364,2.821480775,3.04767976,0.00855801,0.08401064,0.006449512,0.000564549,5.177920126,4.865186915,1.008842755,1.066464095,5.758735566,5.535811673,5.362403299,5.77749932,5.827075767,5.174905361,2.245018871,6.715774665,3.599337456,1.755874856,3.536432176,3.320146286,0.593286067,1.672998726,3.698013504,2.892651034,2.509202522,2.499687083,0.004829584,0.094244119
18,Nayarit,2020,2.563836919,2.43525493,2.662889988,0.00827114,0.078188855,0.00266644,-0.000198447,5.197123356,4.937216891,1.015139995,1.068009584,5.760385537,5.523193495,5.384489614,5.784072121,5.832722814,5.134632995,2.131297797,6.770196112,3.646797565,1.755874856,3.573219827,3.368472838,0.704150517,1.679082505,3.687885525,2.909020854,2.521138084,2.46686762,0.017723292,0.093841022
18,Nayarit,2021,2.724930914,2.579520655,2.833663367,0.00759847,0.085334006,0.003797635,0.000282389,5.123629539,4.895988528,1.052680094,1.098039377,5.802293342,5.589910524,5.38975597,5.790453359,5.838159967,5.172426092,2.203168923,6.745788576,3.613644131,1.770852012,3.595385981,3.401228167,0.658964843,1.684965544,3.686189234,2.906873535,2.517195898,2.442479769,0.015778873,0.089684581
18,Nayarit,2022,2.928534108,2.805181306,3.024485668,0.00658975,0.080576339,0.003288828,0.003288828,5.155010954,4.884679272,1.02421803,1.084297311,5.774557109,5.543688181,5.389805533,5.796644397,5.843421534,5.188083472,2.257678575,6.814852375,3.69360737,1.763427994,3.619615006,3.397244581,0.702430536,1.67571055,3.686636269,2.906873535,2.51851394,2.442479769,0.011189937,0.096449184
18,Nayarit,2023,2.920018916,2.803839345,3.01158313,0.00730669,0.078647218,0.00327918,0.003247225,5.092703104,4.855625142,1.026113107,1.082785263,5.78536116,5.551656117,5.404619936,5.802669072,5.848495787,5.18645415,2.282168778,6.830039587,3.703083211,1.748188027,3.649140064,3.414304688,0.727541257,1.680950043,3.686636269,2.906873535,2.522444234,2.444044796,0.011717796,0.089964541
19,Nuevo Leon,2014,2.260500698,2.057742156,2.397035735,0.04246462,0.144352832,-0.006263131,-0.009066381,5.678469211,5.307675709,1.003621725,1.014329895,6.32306844,6.130500699,5.877135703,6.538853372,6.191831763,6.196110449,2.469157582,7.42685031,3.603384028,2.068185862,4.056256736,3.766189693,0.238046103,1.88774346,4.24873323,3.076640444,3.039017322,2.983626287,0.009302848,0.146873032
19,Nuevo Leon,2015,2.646031034,2.481614592,2.76391443,0.05441606,0.140344426,0.006071162,6.48555E-05,5.639087871,5.287640519,1.005040889,1.01305377,6.344570082,6.149681498,5.902765774,6.545766285,6.196489836,6.210712224,2.450067883,7.454222598,3.626762566,2.079181246,4.067442843,3.800991861,0.23299611,1.893958107,4.24873323,3.076640444,3.039017322,2.983626287,0.010582488,0.146014826
19,Nuevo Leon,2016,2.700954532,2.545208121,2.814227612,0.02400707,0.139875753,0.005598015,-0.000550377,5.669051759,5.333483548,1.010272855,1.023712033,6.352367778,6.151256128,5.92133838,6.552546183,6.201064584,6.213655218,2.513400405,7.468825639,3.6192217,2.086359831,4.104077206,3.796574333,0.214843848,1.900057545,4.267453342,3.080626487,2.994756945,3.016197354,0.006569935,0.141884286
19,Nuevo Leon,2017,2.775136944,2.628542183,2.883417253,0.04259236,0.142057568,0.003849498,-0.00072921,5.667813314,5.342693044,1.014295269,1.027842303,6.376476583,6.178955088,5.939282573,6.559212516,6.20555323,6.229740828,2.566610775,7.470123533,3.612865382,2.089905111,4.083538451,3.798650645,0.195899652,1.906054234,4.267429881,3.081347308,2.994756945,3.019946682,0.010297736,0.142582308
19,Nuevo Leon,2018,2.846961503,2.714136883,2.948510769,0.04307555,0.144793801,0.011135046,0.002870682,5.648469303,5.347109396,1.016024145,1.028094406,6.384106712,6.185089494,5.949497835,6.565729552,6.20994936,6.252539112,2.572302001,7.477306667,3.610093824,2.096910013,4.10754913,3.807128956,0.184691431,1.91192132,4.267336025,3.081347308,2.991226076,3.019531685,0.011297483,0.149196479
19,Nuevo Leon,2019,2.849007652,2.743454887,2.933816174,0.01000059,0.139314351,0.014664517,0.003567258,5.654918349,5.367456561,1.025083581,1.031621237,6.399598622,6.193969537,5.976133466,6.583612574,6.230320147,6.254543308,2.59962625,7.500770766,3.59696599,2.103803721,4.094401245,3.80631567,0.178976947,1.930566939,4.224843717,3.162862993,3.001300933,3.115277591,0.005010717,0.150271962
19,Nuevo Leon,2020,2.57005233,2.483473182,2.642147835,0.08352178,0.139247238,0.010631288,0.002691237,5.788140785,5.491000098,1.049194989,1.057017753,6.424319139,6.217123725,6.003428217,6.590181312,6.235042624,6.2148818,2.552739765,7.541134168,3.651808398,2.123851641,4.102639484,3.813247301,0.276461804,1.936569436,4.204499824,3.190331698,3.01911629,3.066325925,0.021588782,0.142287472
19,Nuevo Leon,2021,2.580080644,2.470278154,2.667555677,0.06466577,0.137165834,0.002741006,-0.00159943,5.817360403,5.499704949,1.049430775,1.071721031,6.423164743,6.223139897,5.990283787,6.596567409,6.239589246,6.243274033,2.600075592,7.526463243,3.616748221,2.130333768,4.130172889,3.83046035,0.225309282,1.942393032,4.201560978,3.190891717,3.01494035,3.057285644,0.019837618,0.147060052
19,Nuevo Leon,2022,2.897313626,2.782343607,2.988014633,0.04541818,0.139675041,0.010847714,0.01109365,5.795703484,5.506303397,1.048051035,1.064194899,6.437245441,6.231112884,6.014610412,6.602781406,6.243957283,6.256908146,2.654440803,7.522043995,3.574742927,2.136720567,4.136783963,3.840043331,0.198657087,1.972603924,4.20167018,3.191171456,3.013679697,3.056523724,0.01250643,0.143554412
19,Nuevo Leon,2023,2.848466238,2.736938037,2.936980961,0.06043255,0.143194453,0.007911904,0.007911904,5.7768867,5.476656311,1.052478241,1.061708796,6.448784671,6.240876593,6.029056919,6.60883143,6.248148176,6.271619653,2.681808571,7.541010407,3.576401249,2.1430148,4.145662471,3.856184927,0.217483944,1.980137207,4.201315174,3.192288613,3.016615548,3.078819183,0.013433494,0.146644614
20,Oaxaca,2014,2.414003455,2.261453203,2.51854026,0.01302423,0.089215608,0.003287882,-0.004107789,5.444102594,4.989423118,0.953189319,0.997256509,6.197065426,5.968190519,5.80945601,6.024932047,6.46644023,5.579493034,1.281949875,7.104562136,3.500644704,2.247973266,3.915821788,3.698274577,0.694605199,1.627653709,4.474493075,3.532499586,2.991226076,2.653212514,0.010242698,0.104219317
20,Oaxaca,2015,2.446055386,2.317206429,2.537907204,0.01302827,0.090343381,-0.00059992,-0.005135096,5.425333655,4.992893575,0.942021072,0.993365265,6.185676983,5.967216045,5.782605186,6.028672088,6.468944739,5.58563194,1.261909427,7.142881559,3.53681789,2.247973266,3.918764031,3.703807065,0.703291378,1.630486827,4.474493075,3.532499586,2.991226076,2.653212514,0.011871287,0.10481855
20,Oaxaca,2016,2.426039299,2.297848018,2.517393859,0.01183436,0.087839623,-0.00030509,-0.006330253,5.433916973,4.924387846,0.922217259,1.017957569,6.195234701,5.979535173,5.787904461,6.032221349,6.471342033,5.583150035,1.297318772,7.115954157,3.506368039,2.247973266,3.944383958,3.722962809,0.699837726,1.633191124,4.490688717,3.547528576,3.006466042,2.699837726,0.007512349,0.106003063
20,Oaxaca,2017,2.487180813,2.363085243,2.576133945,0.01215623,0.088205104,-0.004604389,-0.006234583,5.371601624,4.93135615,0.923207797,1.014625572,6.189125207,5.961760328,5.799330209,6.035603821,6.473641975,5.535147263,1.312830423,7.110491226,3.497510683,2.255272505,3.941759814,3.722880611,0.679427897,1.635780107,4.490871084,3.547528576,3.006037955,2.62838893,0.011190776,0.103831534
20,Oaxaca,2018,2.487830996,2.388900108,2.562697224,0.01135549,0.086878172,-0.001176105,-0.0058088,5.355144896,4.964655549,0.959610961,1.00538315,6.20370938,5.993141604,5.788278699,6.038811241,6.475844436,5.564597872,1.410584921,7.10329842,3.487357442,2.255272505,3.947972579,3.729812507,0.640481437,1.638251371,4.491011315,3.54740546,3.009025742,2.62838893,0.01250878,0.102472931
20,Oaxaca,2019,2.495544338,2.385713494,2.57699748,0.01115775,0.086137195,-0.003573105,-0.005775925,5.443572752,4.958430087,0.953590985,1.019449136,6.233597864,6.000871622,5.851479721,6.044855176,6.478845739,5.545173331,1.332792619,7.101810926,3.482016275,2.260071388,3.950608225,3.726971584,0.656098202,1.642069289,4.506518562,3.615318657,3.032215703,2.797267541,0.006494906,0.099926626
20,Oaxaca,2020,2.226032503,2.108632666,2.311902131,0.00973501,0.084314811,-0.004883883,-0.00548708,5.455204338,5.031129618,0.954711656,1.023668894,6.247893025,6.000290446,5.885928599,6.047809713,6.481043841,5.52671698,1.317109973,7.191831708,3.569999414,2.271841607,3.970672243,3.746244872,0.757396029,1.644471061,4.496098992,3.622731965,3.06483222,2.755112266,0.021913846,0.101017327
20,Oaxaca,2021,2.301637583,2.197363273,2.379722385,0.0084103,0.086233247,-0.009419224,-0.005366922,5.420450309,4.993262772,0.97846352,1.032058974,6.260911484,6.01890096,5.891560872,6.050814993,6.483086821,5.567737414,1.407346198,7.17388076,3.549186052,2.274157849,3.969462508,3.732634968,0.722633923,1.646773516,4.495877215,3.624694531,3.063333359,2.761927838,0.018708504,0.100969661
20,Oaxaca,2022,2.561161035,2.447808985,2.644615816,0.00837286,0.088169445,-0.008209917,-0.005353935,5.379629078,4.989274017,0.975220014,1.037174494,6.26829896,6.020811505,5.906184683,6.053653407,6.485058835,5.599859661,1.452566544,7.260033452,3.627978967,2.276461804,3.988870966,3.753199914,0.802773725,1.654924396,4.496001979,3.625003601,3.063333359,2.762678564,0.013324896,0.104412406
20,Oaxaca,2023,2.544266534,2.423065563,2.632224391,0.00900457,0.089269244,-0.001129176,-0.003715791,5.372634039,4.974189191,0.976399629,1.031597937,6.276565885,6.037668281,5.903006377,6.056482161,6.486904331,5.632684906,1.46055493,7.183249059,3.546595713,2.276461804,3.994493123,3.754424789,0.73479983,1.658209764,4.496542206,3.625209525,3.06483222,2.764176132,0.015041545,0.103192459
21,Puebla,2014,1.984392279,1.79761373,2.105816637,0.01301064,0.077310181,-0.00085702,-0.034636057,5.683808638,5.289936606,0.961833108,0.999472351,6.400523657,6.185251678,5.992527892,6.249447363,6.639036024,5.849950568,1.646805581,7.286722123,3.476361254,2.562292864,4.056866754,3.809222922,0.547774705,2.257341271,4.647910845,3.895698727,3.403806611,2.942504106,0.010261872,0.071927856
21,Puebla,2015,2.435286812,2.282803314,2.54015422,0.01146589,0.078503041,-0.001260969,-0.015434756,5.665251628,5.277735245,0.961937697,0.991485587,6.400642449,6.190815597,5.984021617,6.25449853,6.643160515,5.859996251,1.677430371,7.313564595,3.49930027,2.571708832,4.079579167,3.834420704,0.553883027,2.261734382,4.647910845,3.895698727,3.403806611,2.942504106,0.011424798,0.072143664
21,Puebla,2016,2.451801781,2.319501639,2.54595004,0.01156778,0.074769241,-0.003756475,-0.019114932,5.671611546,5.244979343,0.970908585,1.010549011,6.411872971,6.207220338,5.986790538,6.259371897,6.647140911,5.868983731,1.720330837,7.314638249,3.492885869,2.57634135,4.10335894,3.838030083,0.531478917,2.265974013,4.651897992,3.910784435,3.411451342,2.994756945,0.006859408,0.070299422
21,Puebla,2017,2.537050532,2.430639336,2.616296928,0.01296598,0.073886587,-0.005483171,-0.019669785,5.687993328,5.265829211,0.968916825,1.002172673,6.437477061,6.225064146,6.024987402,6.264071092,6.650982244,5.89724173,1.71515581,7.332545752,3.506981342,2.58546073,4.117668941,3.853272224,0.532754379,2.270064745,4.651907672,3.910784435,3.411282913,2.996949248,0.011031354,0.070662437
21,Puebla,2018,2.487576693,2.366665721,2.576030206,0.01188627,0.078326661,-0.006620075,-0.022960649,5.627050264,5.275640694,0.974069109,1.005900235,6.440863447,6.235361009,6.017189073,6.268596925,6.65468661,5.905109541,1.732134232,7.316827344,3.482784514,2.610660163,4.115510662,3.844849801,0.506505032,2.274008257,4.651907672,3.910784435,3.411451342,2.996511672,0.012053402,0.072110475
