ent,ent,t,Inciden,Incidenh,Incidenm,ginesp_i,giniesp_p,dessalud_i,dessalud_p,casadh,casadm,escolh,escolm,ocup,ocuph,ocupm,persconSS,perssinSS,ValAgr,Predialpc,gtosal,gstosalpc,hosp,enferm,medic,Salpib,Densidadpoblac,Abarrotes,Verdulerias,Dulcerias,Gimnasios,GiniT_i,GiniT_p
09,Ciudad de Mexico,2021,2.695402866,2.577503289,2.780785205,0.00894553,0.141838012,0.00434654,-0.000179485,5.501287082,5.364426692,1.097512084,1.09321016,6.58776191,6.338248261,6.228271745,6.709407014,6.589079136,6.518229396,3.315130317,8.076808376,4.015270378,2.796574333,4.676766748,4.424522297,0.5289167,3.784458968,4.579703588,4.099887727,3.856184927,3.331427297,0.024211798,0.427111961
09,Ciudad de Mexico,2022,2.934988019,2.807013833,3.025977273,0.00725658,0.16857847,0.018287517,0.015894703,5.600440314,5.446402011,1.09336179,1.092458796,6.642040703,6.387228538,6.289282074,6.709361051,6.587228147,6.535830377,3.368844507,8.104780748,4.030445891,2.800029359,4.687189954,4.428393997,0.57054294,3.795593047,4.579795025,4.10002573,3.856305866,3.331427297,0.014688173,0.482088651
09,Ciudad de Mexico,2023,2.944087679,2.81276634,3.036860351,0.00819041,0.157634077,0.022455032,0.022455032,5.585842402,5.453976165,1.105335205,1.081890412,6.671478131,6.419375586,6.315300344,6.709198958,6.585279642,6.554045765,3.396199347,8.128704352,4.056726525,2.798650645,4.697865493,4.450356899,0.606381365,3.794839849,4.580172002,4.100336076,3.859018144,3.34869419,0.015603576,0.419159597
05,Coahuila de Zaragoza,2014,2.744715334,2.572162683,2.865855785,0.01541868,0.141193914,0.020205827,0.00319239,5.564906221,5.238136467,1.01940744,1.043768006,6.072309099,5.868724943,5.64544585,6.308613282,5.94956808,5.929511753,2.296896007,7.64064272,3.591466514,1.929418926,3.892205946,3.614791792,0.311753861,1.285597941,4.152532948,2.778874472,3.024074987,2.688419822,0.008481359,0.115916359
05,Coahuila de Zaragoza,2015,2.386427618,2.244821195,2.491207562,0.00993029,0.137588925,-0.006835256,-0.004531771,5.569024929,5.207192579,1.016194006,1.045745565,6.083535227,5.880557512,5.655656013,6.314389746,5.953373534,5.926995647,2.324444925,7.600425436,3.616982087,1.924279286,3.897077003,3.65195607,0.318063335,1.290775501,4.152532948,2.778874472,3.024074987,2.688419822,0.009460432,0.114411979
05,Coahuila de Zaragoza,2016,2.414137362,2.245043574,2.533441574,0.00823251,0.130409079,-0.008522679,-0.004961423,5.584189829,5.254243457,1.027348955,1.042435476,6.095268757,5.893639721,5.665116432,6.32005443,5.957039988,5.92809076,2.349021772,7.541048717,3.619533102,1.929418926,3.924434364,3.632052167,0.301029996,1.29583494,4.162713726,2.811575006,2.951823035,2.721810615,0.005688138,0.108070307
05,Coahuila de Zaragoza,2017,2.705495945,2.540454614,2.822710608,0.01126956,0.1393796,-0.001486748,-0.002419456,5.588101318,5.266678465,1.031053733,1.046336362,6.112178876,5.915384532,5.673719274,6.325606987,5.96061108,5.946971004,2.400719716,7.501646174,3.598584066,1.939519253,3.938519725,3.644340099,0.260071388,1.300789245,4.162594274,2.811575006,2.952792443,2.723455672,0.009207079,0.10824057
05,Coahuila de Zaragoza,2018,2.458803982,2.356064119,2.541529322,0.01222364,0.140591635,-0.007923228,-0.004718577,5.569439459,5.226205382,1.018342224,1.038805522,6.112062465,5.910959333,5.681018604,6.33103433,5.964071914,5.957964391,2.415588308,7.444578741,3.607565041,1.939519253,3.944285221,3.647187298,0.267171728,1.305624734,4.162862993,2.808885867,2.95230801,2.723455672,0.010672472,0.115093983
05,Coahuila de Zaragoza,2019,2.722962809,2.566943972,2.837051551,0.01271443,0.139362784,0.002450775,-0.001871686,5.587357326,5.220570914,1.032132667,1.050636119,6.117833525,5.910111378,5.697802791,6.346154562,5.980756254,5.95206751,2.478376605,7.355661812,3.603542528,1.968482949,3.945222317,3.66266341,0.278753601,1.321215558,4.112068504,2.782472624,2.985875357,2.886490725,0.005413107,0.113624119
05,Coahuila de Zaragoza,2020,2.415974411,2.287868884,2.514348489,0.01447409,0.137602345,-0.000271504,-0.001852313,5.604704378,5.289307952,1.040379954,1.055401728,6.123645874,5.917033148,5.70180018,6.352531743,5.985386052,5.899177073,2.447402858,7.292966842,3.648067829,1.977723605,3.965577958,3.681241237,0.374748346,1.327067083,4.107379583,2.786751422,2.987666265,2.84260924,0.019199085,0.107929442
05,Coahuila de Zaragoza,2021,2.633609831,2.451095312,2.76113065,0.01264902,0.144031013,0.003090939,-0.000144907,5.579645858,5.272710487,1.04555677,1.060727787,6.129309234,5.922881091,5.707160384,6.358765688,5.989846998,5.936626247,2.506754186,7.195394853,3.610210439,1.995635195,3.981365509,3.689752696,0.324282455,1.332769175,4.105782598,2.788875116,2.983175072,2.843855423,0.019457921,0.114444403
05,Coahuila de Zaragoza,2022,2.879869691,2.715334684,2.99829858,0.0126827,0.136220601,0.004048582,0.004273818,5.595385981,5.288403505,1.049508128,1.070176412,6.150408865,5.938842824,5.736573372,6.364845053,5.994164001,5.942930476,2.54013182,7.220608773,3.635024076,2,3.969462508,3.68770728,0.338456494,1.334417191,4.105748556,2.788168371,2.983175072,2.843232778,0.012827675,0.107510515
05,Coahuila de Zaragoza,2023,2.800861361,2.630488896,2.922232251,0.00840104,0.135636303,0.002043514,0.002005892,5.562784588,5.260516193,1.045646427,1.066741568,6.164999651,5.950719156,5.755454072,6.370772996,5.998353513,5.938077782,2.610632146,7.250900063,3.658998175,2.008600172,3.97799781,3.691258358,0.378397901,1.340095051,4.105373914,2.789580712,2.984077034,2.849419414,0.012947076,0.112370577
06,Colima,2014,2.865394197,2.74417559,2.957889702,0.01053323,0.129311827,0.008611701,0.000846457,4.934589341,4.654830861,0.996719633,1.022939614,5.500112922,5.259987862,5.128221508,5.601174214,5.493871932,5.119095923,2.567496891,7.047707199,3.666683106,1.397940009,3.299725154,3.092018471,0.550228353,2.136607577,3.52179165,2.580924976,2.155336037,2.071882007,0.007384599,0.111256304
06,Colima,2015,2.834140834,2.735830355,2.91227521,0.01119973,0.133017647,0.00409973,0.000159556,4.935471997,4.685652184,0.983046015,1.01999886,5.509797757,5.270608971,5.136634968,5.609412971,5.500545203,5.137419637,2.568084331,7.005021619,3.703684395,1.414973348,3.323045735,3.133219457,0.580924976,2.144160494,3.52179165,2.580924976,2.155336037,2.071882007,0.009136828,0.111672091
06,Colima,2016,2.832170286,2.714782263,2.922107563,0.01207148,0.13065146,0.002705458,-7.00311E-05,4.934427746,4.674631538,0.992192068,1.031922365,5.520039185,5.282005462,5.145298983,5.617390402,5.506981007,5.136172979,2.636788689,6.952388808,3.688772988,1.414973348,3.334252642,3.14176323,0.553883027,2.151463894,3.553154548,2.586587305,2.170261715,2.120573931,0.005594758,0.111210221
06,Colima,2017,2.906965012,2.77376451,3.006020823,0.00606224,0.140353229,0.002613808,-0.000105319,4.931417185,4.701818301,0.997948929,1.023563188,5.533947367,5.294005233,5.161808064,5.62514364,5.513170971,5.165465336,2.592287816,6.915041177,3.714105247,1.414973348,3.400192489,3.149527014,0.567026366,2.158535013,3.552424846,2.586587305,2.173186268,2.127104798,0.009071532,0.116000192
06,Colima,2018,2.942013016,2.833695214,3.027781648,0.00930628,0.131738299,0.003379416,4.79121E-05,4.916648679,4.688900128,1.006369845,1.024823572,5.539638059,5.304966354,5.160249378,5.632639475,5.519179348,5.175554499,2.704064679,6.855005035,3.669275921,1.447158031,3.399673721,3.158362492,0.514547753,2.165383094,3.552424846,2.586587305,2.173186268,2.127104798,0.009421276,0.115810328
06,Colima,2019,2.947217992,2.829046337,3.039203862,0.00680982,0.138984398,0.0037051,8.76338E-05,4.932823697,4.673914394,0.993570951,1.031852309,5.551796319,5.307474644,5.185525157,5.63963986,5.527227638,5.196277543,2.746089043,6.777242562,3.679670547,1.447158031,3.404149249,3.164055292,0.505149978,2.172839687,3.528145078,2.629409599,2.08278537,2.28780173,0.005013281,0.118764727
06,Colima,2020,2.676519857,2.594094078,2.745215368,0.00989993,0.123779465,0.003642266,0.000147631,4.915595039,4.681973492,1.013785144,1.05076805,5.556706448,5.321385062,5.178222749,5.647114877,5.533297862,5.159332806,2.757699625,6.71907653,3.738793584,1.477121255,3.436162647,3.196728723,0.605305046,2.179703266,3.51851394,2.63748973,2.093421685,2.26245109,0.016785382,0.110941586
06,Colima,2021,2.819721565,2.625939769,2.952351631,0.00685794,0.133863885,0.004254438,0.000265308,4.774529739,4.558789543,1.02581889,1.066367303,5.548455755,5.305607141,5.180226262,5.654367166,5.539135089,5.154935801,2.817433144,6.618949251,3.697513653,1.477121255,3.420285885,3.1775365,0.551449998,2.186340775,3.509336958,2.646403726,2.071882007,2.214843848,0.014902671,0.107701779
06,Colima,2022,3.015233976,2.869923692,3.123250397,0.00654135,0.124118756,0.003454817,0.003562229,4.854151126,4.62977136,1.012615298,1.048825973,5.579831595,5.346219927,5.198959339,5.661404692,5.544745016,5.155224856,2.856487213,6.648002604,3.752933813,1.477121255,3.419625361,3.174059808,0.608526034,2.161109436,3.510142699,2.648360011,2.075546961,2.214843848,0.011690787,0.110895693
06,Colima,2023,3.026243093,2.873895792,3.138185818,0.00916286,0.142438708,0.003958888,0.003958888,4.846334019,4.664157589,1.030362718,1.061896273,5.583222586,5.342164001,5.212592402,5.668212537,5.550175745,5.174003119,2.891091226,6.667979861,3.768663995,1.462397998,3.428620673,3.188365926,0.63748973,2.164077139,3.510142699,2.648360011,2.075546961,2.220108088,0.011898052,0.104731925
10,Durango,2014,2.156397697,1.961326156,2.286793176,0.01365385,0.098894504,-0.000197559,-0.003954234,5.256224496,4.760309371,0.976578669,1.035239848,5.819962236,5.6298671,5.369562783,5.97207781,5.907988782,5.471476971,1.770852012,6.850815942,3.598701831,1.908485019,3.625518229,3.394276527,0.558708571,1.151700701,3.87777435,2.707570176,3.020775488,2.389166084,0.010203849,0.096873148
10,Durango,2015,2.669772325,2.502194888,2.786957167,0.01310033,0.093469747,0.000847992,0.000465538,5.294404495,4.909748531,0.978171164,1.027707784,5.835101815,5.631589862,5.408117803,5.977288636,5.911518216,5.459717666,1.80128054,6.880428787,3.62515255,1.908485019,3.642365581,3.430397591,0.575187845,1.156133559,3.87777435,2.707570176,3.020775488,2.389166084,0.011629379,0.095603002
10,Durango,2016,2.633155247,2.470410491,2.747831139,0.01088997,0.090643463,0.000836129,-0.000929446,5.329830941,4.9001103,0.978945142,1.046528681,5.856223026,5.656577291,5.422693231,5.982307875,5.914937327,5.466729763,1.834306551,6.867018685,3.606523143,1.908485019,3.64738297,3.431846046,0.530199698,1.160413932,3.88286592,2.716003344,3.025715384,2.428134794,0.007352118,0.090348144
10,Durango,2017,2.640262744,2.471394404,2.757965098,0.01208866,0.090914044,0.00029356,-0.001749457,5.308647636,4.854919088,0.993377374,1.054332779,5.850411567,5.649176108,5.419592308,5.987163765,5.918263157,5.466219665,1.883588649,6.916254622,3.645575153,1.913813852,3.669688708,3.430075056,0.575187845,1.164564682,3.882809041,2.715167358,3.025715384,2.428134794,0.011361886,0.08924347
10,Durango,2018,2.647392751,2.496971139,2.756362211,0.01356225,0.096258135,-9.35523E-06,-0.001440244,5.299424485,4.927041694,0.989940196,1.041322561,5.864683104,5.658421635,5.442260215,5.991868179,5.921434668,5.472052796,1.898049745,6.871582047,3.594789456,1.919078092,3.669130847,3.435844366,0.530199698,1.168563988,3.882524538,2.715167358,3.025715384,2.428134794,0.012870854,0.092874402
10,Durango,2019,2.592953572,2.418085748,2.714430357,0.01302963,0.096889343,-0.000615745,-0.002030745,5.302525733,4.923389105,1.006127888,1.060161741,5.880514054,5.668770647,5.466960991,6.000578529,5.930245342,5.472461389,1.922152974,6.871013957,3.582417471,1.924279286,3.646599752,3.43949059,0.514547753,1.177320444,3.85985852,2.67669361,3.026124517,2.519827994,0.006305173,0.094097774
10,Durango,2020,2.374198258,2.236184443,2.47629531,0.01013224,0.090785632,-0.000164345,-0.001475823,5.320949715,4.971776669,1.014667435,1.059086492,5.88249437,5.674706861,5.462570184,6.004920802,5.933285279,5.439451,1.909309128,6.909233143,3.61994384,1.939519253,3.661907293,3.442636526,0.580924976,1.181064646,3.840670561,2.733197265,3.033423755,2.480006943,0.021879348,0.089298294
10,Durango,2021,2.476280806,2.261524556,2.616002626,0.00858265,0.088317578,-0.001040166,-0.00140207,5.268045307,4.928493148,1.023523737,1.063967184,5.886619866,5.676282893,5.470819012,6.00913292,5.936196954,5.463497819,1.975490722,6.898236413,3.605124328,1.934498451,3.675044736,3.460597189,0.551449998,1.184680531,3.843606472,2.731588765,3.026533265,2.481442629,0.019010677,0.094112651
10,Durango,2022,2.796865615,2.614949918,2.921598047,0.00812903,0.089054817,0.000605728,0.000605728,5.305593174,4.906798186,1.011427699,1.072393364,5.898865537,5.683353279,5.491243998,6.013232548,5.938978794,5.458869308,2.016283158,6.893244531,3.599804499,1.934498451,3.68770728,3.468937806,0.539076099,1.184603096,3.843855423,2.731588765,3.026533265,2.481442629,0.014172018,0.089623278
10,Durango,2023,2.820470757,2.658288112,2.935351053,0.00756454,0.0947869,0.001239336,0.001376654,5.270153406,4.95962086,1.025762454,1.068023658,5.905920486,5.694101301,5.492487997,6.01719283,5.941665942,5.472408924,2.020446268,6.892464025,3.591046789,1.954242509,3.711132072,3.505963518,0.544068044,1.188085741,3.843730965,2.729974286,3.027349608,2.484299839,0.0137192,0.092358077
11,Guanajuato,2014,1.009875634,0.894869657,1.094471129,0.01482863,0.107764355,-0.002611417,-0.019625826,5.720011204,5.35438507,0.964921135,0.987789405,6.368525821,6.153962042,5.959423976,6.364133572,6.53866772,5.965792409,2.271538586,7.310826923,3.528248215,2.557507202,4.058008233,3.789651209,0.494154594,2.276968316,4.48187241,3.644930708,3.213517757,3.062205809,0.010113553,0.111244014
11,Guanajuato,2015,1.754959588,1.636387586,1.841797299,0.01490549,0.106542693,-0.002486576,-0.015572691,5.719570746,5.355966544,0.950144248,0.984995383,6.366353278,6.151447998,5.957785374,6.368492173,6.541767647,5.984827345,2.275211167,7.330368573,3.533849044,2.562292864,4.090681204,3.820923588,0.46686762,2.280573234,4.48187241,3.644930708,3.213517757,3.062205809,0.012391443,0.112641723
11,Guanajuato,2016,2.176033349,2.045792233,2.269349469,0.01002916,0.105808384,-0.002298221,-0.013079191,5.745667246,5.371147322,0.954559101,0.989666155,6.391069965,6.175530658,5.983490521,6.372690383,6.544715281,6.00071221,2.317790918,7.349307356,3.545467776,2.519827994,4.117702061,3.839226574,0.460897843,2.284023479,4.496639099,3.651278014,3.217747073,3.103803721,0.007246495,0.11111778
11,Guanajuato,2017,2.414689293,2.318230339,2.488014568,0.01408158,0.11117196,-0.002610265,-0.010842446,5.712405553,5.374610889,0.950143829,0.984031678,6.394092714,6.176056225,5.990370826,6.376728204,6.547530546,6.021639995,2.330502003,7.360684849,3.560377977,2.521138084,4.125578849,3.858296525,0.450249108,2.28733093,4.496749807,3.651278014,3.221153322,3.105169428,0.011784017,0.112004128
11,Guanajuato,2018,2.478306707,2.376266636,2.557254492,0.01275844,0.110221924,-0.000890058,-0.008841008,5.770883662,5.381028394,0.963222234,0.995810601,6.405126168,6.199700064,5.981325614,6.380620371,6.550206944,6.024398405,2.357810598,7.379920434,3.575004998,2.525044807,4.146252102,3.866169148,0.457881897,2.290497603,4.49677748,3.651181062,3.218797998,3.104828404,0.012637527,0.113455549
11,Guanajuato,2019,2.448675408,2.322239975,2.542252627,0.00954832,0.10572342,-0.006791627,-0.010190343,5.769371417,5.417755594,0.971385777,0.999391109,6.405776514,6.190609278,5.997617451,6.396781504,6.565892426,6.015999646,2.394413608,7.393441305,3.570909647,2.525044807,4.151645603,3.883604661,0.478566496,2.30637512,4.483601559,3.65829765,3.219846386,3.15896526,0.006016204,0.113497155
11,Guanajuato,2020,2.258876629,2.159386701,2.336199479,0.01063885,0.103728559,-0.004225664,-0.007670622,5.743043863,5.451542364,0.974142745,1.006988464,6.413977506,6.184842982,6.026741986,6.401242132,6.56926784,5.984687735,2.398128799,7.43334032,3.610198476,2.532754379,4.165630062,3.8964711,0.544068044,2.310189139,4.472083283,3.66829271,3.231724383,3.128399269,0.021464467,0.108665938
11,Guanajuato,2021,2.349452376,2.214419939,2.44787093,0.00860698,0.105706283,-0.005858926,-0.00796942,5.678736837,5.345958605,0.984255828,1.002168482,6.402368352,6.188057617,5.992870177,6.405536568,6.57246859,6.010195201,2.449277127,7.422637018,3.592584114,2.534026106,4.170643023,3.898396046,0.514547753,2.313832579,4.472697955,3.671358003,3.233757363,3.127752516,0.020667266,0.111842149
11,Guanajuato,2022,2.684108949,2.560026249,2.776308835,0.01133059,0.103806967,0.000316293,0.000316293,5.690311286,5.402294061,0.990718297,1.01778873,6.432100153,6.215350406,6.026397603,6.409661309,6.575505364,6.019971846,2.490416552,7.429979506,3.593415671,2.540329475,4.173215415,3.901894032,0.527629901,2.319341028,4.472741826,3.671358003,3.235023159,3.127428778,0.014750615,0.108397986
11,Guanajuato,2023,2.608333447,2.486331281,2.699299943,0.00988573,0.107816963,-0.000590873,-0.000590873,5.622164786,5.406213911,0.983922607,1.002736234,6.455199617,6.232843446,6.058019632,6.413611372,6.578389104,6.026924117,2.514345606,7.413782159,3.568989781,2.541579244,4.176033349,3.908055874,0.517195898,2.323531295,4.473004964,3.671080233,3.234010818,3.13225969,0.015725581,0.11061923
12,Guerrero,2014,2.086751231,1.929061124,2.196286749,0.0178098,0.079034072,0,-0.011964918,5.280241366,5.054007531,1.001145027,1.040009072,6.113751218,5.907707419,5.69097003,5.909968734,6.436788661,5.488168479,1.506989116,7.091363672,3.537868642,1.740362689,3.864629725,3.697752274,0.7355989,1.741743055,4.35804912,3.465531557,2.920123326,2.58546073,0.012841143,0.085209942
12,Guerrero,2015,2.442228841,2.310162065,2.537944959,0.01364275,0.080435057,-0.000117767,-0.006707349,5.315319465,5.002230877,0.997818537,1.039760306,6.118018236,5.911862565,5.695421256,5.913625264,6.439094951,5.480187582,1.468456777,7.089413379,3.533792855,1.740362689,3.90314427,3.730540036,0.718501689,1.74435914,4.35804912,3.465531557,2.920123326,2.58546073,0.013915617,0.08478298
12,Guerrero,2016,2.506721449,2.392644202,2.591965668,0.01381886,0.077832165,-6.27539E-05,-0.006766396,5.30801346,5.039743186,1.010767377,1.040640745,6.130755633,5.904338957,5.739578673,5.917011593,6.441254335,5.47965259,1.511470786,7.087554655,3.529226943,1.748188027,3.931508722,3.738304793,0.701567985,1.746800674,4.358429813,3.471731651,2.919601024,2.621176282,0.008697826,0.080146085
12,Guerrero,2017,2.626720081,2.516878972,2.709303889,0.01544071,0.077746424,0,-0.006153012,5.331619599,5.007645378,0.998731103,1.035112928,6.134140437,5.913273296,5.734723841,5.920119672,6.443296947,5.473467218,1.56339315,7.090694203,3.529098809,1.755874856,3.974603792,3.760573254,0.703291378,1.749088802,4.358391759,3.471585054,2.920123326,2.612783857,0.014444084,0.079822039
12,Guerrero,2018,2.576053261,2.442996852,2.672171774,0.01217095,0.080480025,0,-0.007317666,5.269545632,5.005896594,1.021259773,1.022688375,6.120355084,5.90011194,5.719995481,5.923035632,6.44520584,5.48568735,1.544068044,7.084643701,3.520622033,1.763427994,3.994185128,3.787035182,0.689308859,1.751230179,4.35831564,3.471585054,2.920123326,2.612783857,0.015944021,0.084359749
12,Guerrero,2019,2.576755863,2.446459497,2.671339491,0.01541397,0.078684539,0,-0.00728832,5.323917989,4.980648649,1.004896455,1.033774106,6.154879941,5.931237616,5.759616482,5.927494063,6.446806265,5.484283752,1.58747535,7.095326481,3.528846822,1.770852012,3.990161193,3.773640193,0.693726949,1.753492645,4.354933967,3.480581787,2.804139432,2.696356389,0.008617471,0.08360321
12,Guerrero,2020,2.360631275,2.249124949,2.444325903,0.01209829,0.073921047,0,-0.006036573,5.367475196,5.081930297,1.022481325,1.038098298,6.173922778,5.950431065,5.77843562,5.929775412,6.448141834,5.446398657,1.514432988,7.16288005,3.595137488,1.792391689,4.001257631,3.777861624,0.793790385,1.755048036,4.35148709,3.486288761,2.818885415,2.683947131,0.032709634,0.07624845
12,Guerrero,2021,2.420434365,2.306596567,2.505489138,0.01200196,0.077260743,0,-0.006270489,5.261957185,4.859696574,1.035818748,1.075250007,6.143635179,5.925200151,5.740523743,5.931932589,6.449330112,5.464909133,1.588029555,7.126888182,3.556312073,1.792391689,4.015736874,3.787106093,0.733999287,1.756461891,4.351158307,3.487986331,2.81756537,2.685741739,0.030201099,0.082435629
12,Guerrero,2022,2.728840568,2.597453844,2.823963024,0.00990915,0.074693422,-6.59815E-05,-6.59815E-05,5.216862327,4.969714038,1.027873585,1.025201704,6.131144338,5.913732282,5.72646313,5.933953221,6.450387691,5.474669594,1.71206739,7.15285038,3.590809523,1.799340549,4.014520539,3.786112284,0.770115295,1.748213965,4.351177654,3.488127496,2.818225894,2.683947131,0.017620434,0.078275529
12,Guerrero,2023,2.71598664,2.568706152,2.819682098,0.00979102,0.077101619,-2.82943E-05,-2.82943E-05,5.294998297,4.947294,0.989712175,1.032528106,6.192390689,5.954988854,5.816783332,5.935856778,6.451310907,5.479188485,1.686238967,7.177949679,3.615092183,1.785329835,4.003675903,3.779452183,0.805500858,1.748728065,4.351274376,3.488691698,2.818885415,2.684845362,0.01767249,0.080327477
13,Hidalgo,2014,2.690860308,2.524214317,2.804084886,0.01417082,0.074466493,0.015911797,0.00642815,5.44005539,5.009548622,0.981920611,1.024691929,6.048316314,5.847068363,5.617518248,5.978456715,6.276732637,5.582472066,1.986291775,6.97695869,3.515747684,2.281033367,3.785044958,3.527629901,0.5774918,2.135409178,4.160498544,3.318063335,2.967547976,2.63447727,0.008096186,0.088989881
13,Hidalgo,2015,2.701740632,2.531133899,2.816850873,0.01187229,0.071699732,0.007285202,0.001702878,5.441464184,5.094345329,0.982989464,1.039996793,6.06702173,5.863304417,5.640381051,5.985200061,6.28145904,5.599212636,2.001960231,6.977185539,3.511027127,2.285557309,3.79518459,3.551937695,0.53529412,2.140811784,4.160498544,3.318063335,2.967547976,2.63447727,0.009250827,0.089118695
13,Hidalgo,2016,2.754195388,2.600253919,2.860948585,0.00990197,0.069322831,0.005622339,0.001221109,5.478469815,5.08920544,0.986940566,1.033739228,6.067199972,5.855045838,5.654299783,5.991637574,6.286057247,5.603787852,2.026134249,6.99933762,3.526766305,2.283301229,3.80827851,3.562887381,0.555094449,2.146028461,4.170026898,3.324899497,2.973589623,2.680335513,0.006289906,0.085042444
13,Hidalgo,2017,2.747784566,2.603057722,2.849671195,0.00970596,0.073121041,0.000961696,-0.001628115,5.402273422,5.033307124,0.97048065,1.018455785,6.060519176,5.858985096,5.630206094,5.997791653,6.29054166,5.601535589,2.103518669,7.00180486,3.521656735,2.292256071,3.821448019,3.565611725,0.521138084,2.151075808,4.169938809,3.324899497,2.974050903,2.681241237,0.009889669,0.084022985
13,Hidalgo,2018,2.751679333,2.635443533,2.837891329,0.01180696,0.075211266,0.001419322,-0.001167624,5.424466736,5.06029357,0.970241289,1.023503084,6.086900227,5.886604078,5.654482655,6.003703462,6.294899863,5.602695307,2.18296462,6.99418335,3.509469886,2.301029996,3.821906377,3.57426283,0.491361694,2.155959105,4.169880073,3.324899497,2.974511693,2.681241237,0.010309481,0.086798029
13,Hidalgo,2019,2.734655841,2.603631462,2.829310207,0.0100698,0.072477431,0.002587403,-0.001576727,5.450376914,5.100959545,0.980690455,1.035776275,6.11538715,5.893065668,5.718155278,6.014634348,6.304587242,5.591304316,2.255789225,7.017170822,3.522668386,2.303196057,3.8178297,3.592287816,0.5289167,2.166067665,4.176901186,3.354876423,3.06069784,2.830588669,0.005555614,0.084760003
13,Hidalgo,2020,2.538221732,2.395570997,2.63918756,0.01085377,0.071067617,0.004941503,0.000323717,5.372084952,5.086099888,0.992226852,1.021955339,6.117403553,5.89463668,5.720837101,6.020277151,6.309335641,5.541423616,2.19931106,7.098179256,3.59838789,2.320146286,3.859198362,3.628593256,0.657055853,2.171119496,4.15932652,3.374931554,3.093071306,2.79518459,0.018974004,0.080450642
13,Hidalgo,2021,2.640600678,2.459980197,2.760528028,0.01040061,0.074620497,0.003799694,0.000834145,5.316008109,4.948812597,0.996796952,1.054768936,6.089551883,5.873849921,5.682225427,6.025787419,6.313904956,5.571400398,2.30412107,7.055666445,3.549501524,2.326335861,3.881042108,3.633367445,0.592176757,2.176008481,4.158844774,3.378397901,3.094121596,2.790988475,0.015862355,0.085527336
13,Hidalgo,2022,2.723324297,2.57285999,2.82836984,0.00801681,0.072456188,-0.001606381,-0.001606381,5.311461408,5.016113666,1.00137077,1.043282408,6.127654125,5.89346492,5.747591238,6.031114256,6.318336562,5.612547019,2.316594316,7.069918804,3.553416941,2.31386722,3.898011739,3.641573253,0.610660163,2.18550106,4.159115822,3.378579576,3.094471129,2.790988475,0.013131658,0.082074828
13,Hidalgo,2023,2.552668216,2.368324082,2.674273114,0.00898884,0.072587875,-0.007960121,-0.007960121,5.358346089,5.092775016,1.010099388,1.046148956,6.172131022,5.933532335,5.798163604,6.036300655,6.322617009,5.624023694,2.365799872,7.050943294,3.528536205,2.33243846,3.91105102,3.645127399,0.600972896,2.190572068,4.159537116,3.378942699,3.095169351,2.7930916,0.011874922,0.085576184
14,Jalisco,2014,2.303930064,2.157517209,2.409544281,0.01369315,0.085167904,-0.00927071,-0.016121235,5.866639359,5.531969138,0.995661826,1.032974511,6.511662282,6.29283268,6.109153831,6.600617369,6.58560453,6.166687708,2.320329108,7.520306721,3.578824335,2.340444115,4.249027053,3.956264503,0.445604203,1.989025394,4.592831593,3.715418323,3.396024897,3.284430734,0.00892007,0.093407999
14,Jalisco,2015,2.656921909,2.520391817,2.757084622,0.01017119,0.08409336,0.01113424,0.00147969,5.850206205,5.531140291,0.993933352,1.031820828,6.52502173,6.30579726,6.123115329,6.606427157,6.590043484,6.182254069,2.32864051,7.527064986,3.58494644,2.350248018,4.283821166,3.990827051,0.42975228,1.994162152,4.592831593,3.715418323,3.396024897,3.284430734,0.009968926,0.093688118
14,Jalisco,2016,2.704990827,2.562292864,2.808508056,0.00873186,0.082193843,0.008684465,-0.00031993,5.85699458,5.539473811,0.999870674,1.015137563,6.537765088,6.327692957,6.121538835,6.612052673,6.594290651,6.19607289,2.371585011,7.528909627,3.576122501,2.36361198,4.282032686,3.992420956,0.394451681,1.999112038,4.605121806,3.726564216,3.406199424,3.319106059,0.006090308,0.090167828
14,Jalisco,2017,2.812920038,2.685876036,2.907604815,0.01097245,0.082352135,0.010431493,0.001427298,5.859688176,5.577702003,1.008995923,1.025345155,6.556439644,6.339164931,6.151546965,6.617499493,6.598372639,6.204370045,2.385262992,7.554773858,3.588429992,2.365487985,4.288740939,3.991580457,0.403120521,2.003890931,4.605089462,3.726727209,3.406199424,3.325310372,0.010363185,0.090429546
14,Jalisco,2018,2.788670278,2.659688064,2.8855704,0.01070944,0.084127287,0.009879106,-8.45305E-06,5.841006384,5.542432019,1.002852223,1.038245943,6.55726027,6.346142428,6.14270975,6.622770268,6.602289347,6.215859201,2.410149372,7.55007368,3.575020929,2.367355921,4.291879224,3.990915755,0.383815366,2.008500106,4.605067898,3.72664572,3.406028945,3.325104983,0.011145437,0.094537083
14,Jalisco,2019,2.742017747,2.61905157,2.835392486,0.01003071,0.082966606,0.008950663,-0.004653106,5.828679227,5.540269395,1.001675226,1.021905212,6.57462729,6.366106227,6.155896007,6.629571053,6.608976781,6.218031352,2.440833546,7.549400624,3.561141871,2.376576957,4.288562198,3.996818022,0.369215857,2.015245555,4.574725584,3.740599513,3.412628521,3.36267093,0.005872401,0.093971599
